filepath,category,native_defect_label,coarse_label,split
data/defect_images/raw/screw/test/thread_top/007-83.png,screw,thread_top,structural_damage,train
data/defect_images/raw/screw/train/good/141-12.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/026.png,transistor,good,good,train
data/defect_images/raw/metal_nut/train/good/173-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/test/scratch_neck/011-71.png,screw,scratch_neck,scratch,train
data/defect_images/raw/screw/test/manipulated_front/019-39.png,screw,manipulated_front,other_defect,train
data/defect_images/raw/cable/train/good/098-10.png,cable,good,good,train
data/defect_images/raw/transistor/train/good/135.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/108-12.png,screw,good,good,train
data/defect_images/raw/cable/train/good/047-11.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/136-4.png,metal_nut,good,good,train
data/defect_images/raw/cable/train/good/222-7.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/214-3.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/test/good/013-17.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/188-12.png,screw,good,good,train
data/defect_images/raw/screw/test/good/036-16.png,screw,good,good,train
data/defect_images/raw/metal_nut/test/bent/024-6.png,metal_nut,bent,deformation,train
data/defect_images/raw/screw/train/good/151-12.png,screw,good,good,train
data/defect_images/raw/metal_nut/train/good/150-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/114-12.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/198.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/081-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/307-2.png,screw,good,good,train
data/defect_images/raw/cable/train/good/205-10.png,cable,good,good,train
data/defect_images/raw/transistor/test/good/004-6.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/190-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/113-12.png,screw,good,good,train
data/defect_images/raw/screw/test/scratch_neck/015-66.png,screw,scratch_neck,scratch,train
data/defect_images/raw/metal_nut/test/scratch/018-16.png,metal_nut,scratch,scratch,train
data/defect_images/raw/screw/train/good/196-12.png,screw,good,good,train
data/defect_images/raw/screw/test/good/007-86.png,screw,good,good,train
data/defect_images/raw/cable/train/good/034-12.png,cable,good,good,train
data/defect_images/raw/cable/test/bent_wire/005-72.png,cable,bent_wire,deformation,train
data/defect_images/raw/cable/train/good/059-11.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/141-4.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/test/good/002-25.png,metal_nut,good,good,train
data/defect_images/raw/cable/train/good/016-51.png,cable,good,good,train
data/defect_images/raw/cable/train/good/127-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/115-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/001.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/302-2.png,screw,good,good,train
data/defect_images/raw/transistor/test/good/058-2.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/085-12.png,screw,good,good,train
data/defect_images/raw/metal_nut/test/flip/014-15.png,metal_nut,flip,deformation,train
data/defect_images/raw/metal_nut/test/good/021-13.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/154.png,transistor,good,good,train
data/defect_images/raw/metal_nut/test/color/002-22.png,metal_nut,color,contamination,train
data/defect_images/raw/cable/train/good/185-10.png,cable,good,good,train
data/defect_images/raw/cable/test/good/013-57.png,cable,good,good,train
data/defect_images/raw/cable/train/good/211-10.png,cable,good,good,train
data/defect_images/raw/screw/train/good/182-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/007-82.png,screw,good,good,train
data/defect_images/raw/metal_nut/test/color/009-21.png,metal_nut,color,contamination,train
data/defect_images/raw/metal_nut/train/good/161-4.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/test/flip/017-15.png,metal_nut,flip,deformation,train
data/defect_images/raw/screw/test/manipulated_front/012-70.png,screw,manipulated_front,other_defect,train
data/defect_images/raw/cable/train/good/119-10.png,cable,good,good,train
data/defect_images/raw/screw/train/good/061-12.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/102.png,transistor,good,good,train
data/defect_images/raw/metal_nut/train/good/186-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/test/good/024-2.png,transistor,good,good,train
data/defect_images/raw/transistor/train/good/120.png,transistor,good,good,train
data/defect_images/raw/cable/train/good/152-10.png,cable,good,good,train
data/defect_images/raw/cable/train/good/138-10.png,cable,good,good,train
data/defect_images/raw/cable/train/good/170-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/063-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/137.png,transistor,good,good,train
data/defect_images/raw/cable/test/poke_insulation/005-71.png,cable,poke_insulation,structural_damage,train
data/defect_images/raw/cable/test/good/033-13.png,cable,good,good,train
data/defect_images/raw/metal_nut/test/bent/015-18.png,metal_nut,bent,deformation,train
data/defect_images/raw/screw/test/thread_top/015-65.png,screw,thread_top,structural_damage,train
data/defect_images/raw/metal_nut/test/good/003-25.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/061.png,transistor,good,good,train
data/defect_images/raw/cable/test/missing_cable/001-70.png,cable,missing_cable,other_defect,train
data/defect_images/raw/metal_nut/train/good/083-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/test/scratch_neck/021-34.png,screw,scratch_neck,scratch,train
data/defect_images/raw/transistor/train/good/124.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/053-14.png,screw,good,good,train
data/defect_images/raw/cable/train/good/103-10.png,cable,good,good,train
data/defect_images/raw/screw/train/good/084-12.png,screw,good,good,train
data/defect_images/raw/screw/test/thread_side/004-88.png,screw,thread_side,structural_damage,train
data/defect_images/raw/screw/test/scratch_head/000-87.png,screw,scratch_head,scratch,train
data/defect_images/raw/screw/train/good/224-8.png,screw,good,good,train
data/defect_images/raw/screw/train/good/006-82.png,screw,good,good,train
data/defect_images/raw/cable/train/good/080-10.png,cable,good,good,train
data/defect_images/raw/cable/train/good/070-10.png,cable,good,good,train
data/defect_images/raw/cable/train/good/010-57.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/130-4.png,metal_nut,good,good,train
data/defect_images/raw/cable/train/good/079-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/125-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/010-71.png,screw,good,good,train
data/defect_images/raw/screw/train/good/037-15.png,screw,good,good,train
data/defect_images/raw/screw/test/thread_top/017-51.png,screw,thread_top,structural_damage,train
data/defect_images/raw/metal_nut/train/good/040-5.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/018-44.png,screw,good,good,train
data/defect_images/raw/screw/test/good/027-20.png,screw,good,good,train
data/defect_images/raw/screw/train/good/279-3.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/200.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/269-3.png,screw,good,good,train
data/defect_images/raw/metal_nut/train/good/145-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/test/scratch_neck/004-84.png,screw,scratch_neck,scratch,train
data/defect_images/raw/screw/test/scratch_head/011-74.png,screw,scratch_head,scratch,train
data/defect_images/raw/transistor/train/good/024.png,transistor,good,good,train
data/defect_images/raw/metal_nut/train/good/191-4.png,metal_nut,good,good,train
data/defect_images/raw/cable/test/missing_cable/011-59.png,cable,missing_cable,other_defect,train
data/defect_images/raw/screw/train/good/272-3.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/170.png,transistor,good,good,train
data/defect_images/raw/screw/test/thread_top/002-83.png,screw,thread_top,structural_damage,train
data/defect_images/raw/screw/train/good/064-12.png,screw,good,good,train
data/defect_images/raw/metal_nut/train/good/026-5.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/train/good/131-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/079.png,transistor,good,good,train
data/defect_images/raw/metal_nut/train/good/152-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/test/good/054-2.png,transistor,good,good,train
data/defect_images/raw/metal_nut/train/good/163-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/133.png,transistor,good,good,train
data/defect_images/raw/metal_nut/train/good/067-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/test/manipulated_front/010-74.png,screw,manipulated_front,other_defect,train
data/defect_images/raw/transistor/test/cut_lead/004-5.png,transistor,cut_lead,structural_damage,train
data/defect_images/raw/metal_nut/test/scratch/017-16.png,metal_nut,scratch,scratch,train
data/defect_images/raw/transistor/test/good/001-6.png,transistor,good,good,train
data/defect_images/raw/metal_nut/test/good/007-25.png,metal_nut,good,good,train
data/defect_images/raw/screw/test/manipulated_front/013-69.png,screw,manipulated_front,other_defect,train
data/defect_images/raw/metal_nut/test/flip/006-23.png,metal_nut,flip,deformation,train
data/defect_images/raw/cable/train/good/003-65.png,cable,good,good,train
data/defect_images/raw/cable/train/good/174-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/069-4.png,metal_nut,good,good,train
data/defect_images/raw/cable/train/good/023-20.png,cable,good,good,train
data/defect_images/raw/screw/test/good/005-86.png,screw,good,good,train
data/defect_images/raw/transistor/test/good/041-2.png,transistor,good,good,train
data/defect_images/raw/metal_nut/test/scratch/014-16.png,metal_nut,scratch,scratch,train
data/defect_images/raw/screw/train/good/032-16.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/143.png,transistor,good,good,train
data/defect_images/raw/cable/train/good/075-10.png,cable,good,good,train
data/defect_images/raw/screw/test/scratch_head/004-87.png,screw,scratch_head,scratch,train
data/defect_images/raw/screw/train/good/277-3.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/041.png,transistor,good,good,train
data/defect_images/raw/transistor/test/good/005-6.png,transistor,good,good,train
data/defect_images/raw/transistor/test/misplaced/009-3.png,transistor,misplaced,other_defect,train
data/defect_images/raw/transistor/train/good/138.png,transistor,good,good,train
data/defect_images/raw/cable/train/good/086-10.png,cable,good,good,train
data/defect_images/raw/screw/train/good/300-2.png,screw,good,good,train
data/defect_images/raw/metal_nut/train/good/146-4.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/test/bent/020-16.png,metal_nut,bent,deformation,train
data/defect_images/raw/screw/train/good/228-8.png,screw,good,good,train
data/defect_images/raw/screw/train/good/137-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/191-12.png,screw,good,good,train
data/defect_images/raw/cable/train/good/087-10.png,cable,good,good,train
data/defect_images/raw/transistor/train/good/147.png,transistor,good,good,train
data/defect_images/raw/transistor/train/good/016.png,transistor,good,good,train
data/defect_images/raw/screw/test/good/023-27.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/047.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/002-82.png,screw,good,good,train
data/defect_images/raw/metal_nut/train/good/006-21.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/172-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/291-2.png,screw,good,good,train
data/defect_images/raw/cable/train/good/158-10.png,cable,good,good,train
data/defect_images/raw/cable/train/good/083-10.png,cable,good,good,train
data/defect_images/raw/cable/test/good/051-12.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/140-4.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/train/good/181-4.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/test/color/018-14.png,metal_nut,color,contamination,train
data/defect_images/raw/screw/train/good/223-9.png,screw,good,good,train
data/defect_images/raw/transistor/test/damaged_case/004-2.png,transistor,damaged_case,structural_damage,train
data/defect_images/raw/screw/test/thread_side/005-88.png,screw,thread_side,structural_damage,train
data/defect_images/raw/screw/test/scratch_head/003-87.png,screw,scratch_head,scratch,train
data/defect_images/raw/transistor/train/good/174.png,transistor,good,good,train
data/defect_images/raw/transistor/train/good/110.png,transistor,good,good,train
data/defect_images/raw/screw/test/manipulated_front/007-85.png,screw,manipulated_front,other_defect,train
data/defect_images/raw/transistor/train/good/207.png,transistor,good,good,train
data/defect_images/raw/screw/test/scratch_head/020-40.png,screw,scratch_head,scratch,train
data/defect_images/raw/screw/train/good/286-2.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/211.png,transistor,good,good,train
data/defect_images/raw/metal_nut/train/good/189-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/175-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/148-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/244-6.png,screw,good,good,train
data/defect_images/raw/screw/train/good/135-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/280-2.png,screw,good,good,train
data/defect_images/raw/cable/test/good/057-12.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/104-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/013-66.png,screw,good,good,train
data/defect_images/raw/cable/test/cable_swap/005-68.png,cable,cable_swap,other_defect,train
data/defect_images/raw/screw/train/good/025-21.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/209.png,transistor,good,good,train
data/defect_images/raw/screw/test/thread_top/019-37.png,screw,thread_top,structural_damage,train
data/defect_images/raw/cable/test/cut_inner_insulation/003-74.png,cable,cut_inner_insulation,structural_damage,train
data/defect_images/raw/screw/test/scratch_neck/019-38.png,screw,scratch_neck,scratch,train
data/defect_images/raw/transistor/train/good/058.png,transistor,good,good,train
data/defect_images/raw/cable/train/good/153-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/test/flip/000-23.png,metal_nut,flip,deformation,train
data/defect_images/raw/metal_nut/train/good/062-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/206.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/248-4.png,screw,good,good,train
data/defect_images/raw/cable/train/good/150-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/179-4.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/test/scratch/015-16.png,metal_nut,scratch,scratch,train
data/defect_images/raw/screw/test/thread_top/009-81.png,screw,thread_top,structural_damage,train
data/defect_images/raw/cable/test/bent_wire/007-72.png,cable,bent_wire,deformation,train
data/defect_images/raw/screw/train/good/181-12.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/157.png,transistor,good,good,train
data/defect_images/raw/transistor/test/good/031-2.png,transistor,good,good,train
data/defect_images/raw/screw/test/thread_side/018-50.png,screw,thread_side,structural_damage,train
data/defect_images/raw/cable/train/good/101-10.png,cable,good,good,train
data/defect_images/raw/cable/test/good/043-12.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/086-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/109.png,transistor,good,good,train
data/defect_images/raw/screw/test/manipulated_front/021-35.png,screw,manipulated_front,other_defect,train
data/defect_images/raw/transistor/train/good/004.png,transistor,good,good,train
data/defect_images/raw/cable/train/good/146-10.png,cable,good,good,train
data/defect_images/raw/cable/test/combined/008-72.png,cable,combined,other_defect,train
data/defect_images/raw/screw/train/good/206-12.png,screw,good,good,train
data/defect_images/raw/transistor/test/bent_lead/009-4.png,transistor,bent_lead,deformation,train
data/defect_images/raw/screw/test/good/019-40.png,screw,good,good,train
data/defect_images/raw/screw/test/thread_side/010-77.png,screw,thread_side,structural_damage,train
data/defect_images/raw/transistor/train/good/180.png,transistor,good,good,train
data/defect_images/raw/cable/test/poke_insulation/009-69.png,cable,poke_insulation,structural_damage,train
data/defect_images/raw/transistor/train/good/089.png,transistor,good,good,train
data/defect_images/raw/screw/test/good/031-19.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/171.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/055-14.png,screw,good,good,train
data/defect_images/raw/cable/train/good/220-7.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/218-3.png,metal_nut,good,good,train
data/defect_images/raw/screw/test/scratch_neck/007-84.png,screw,scratch_neck,scratch,train
data/defect_images/raw/screw/train/good/063-12.png,screw,good,good,train
data/defect_images/raw/screw/test/good/008-85.png,screw,good,good,train
data/defect_images/raw/screw/test/thread_top/018-45.png,screw,thread_top,structural_damage,train
data/defect_images/raw/metal_nut/test/bent/016-18.png,metal_nut,bent,deformation,train
data/defect_images/raw/screw/train/good/011-69.png,screw,good,good,train
data/defect_images/raw/screw/train/good/215-11.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/191.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/202-12.png,screw,good,good,train
data/defect_images/raw/metal_nut/train/good/171-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/107.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/211-12.png,screw,good,good,train
data/defect_images/raw/screw/test/manipulated_front/011-72.png,screw,manipulated_front,other_defect,train
data/defect_images/raw/cable/train/good/176-10.png,cable,good,good,train
data/defect_images/raw/screw/train/good/103-12.png,screw,good,good,train
data/defect_images/raw/transistor/test/good/029-2.png,transistor,good,good,train
data/defect_images/raw/metal_nut/train/good/177-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/test/good/017-54.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/040.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/003-82.png,screw,good,good,train
data/defect_images/raw/cable/train/good/049-11.png,cable,good,good,train
data/defect_images/raw/cable/train/good/009-63.png,cable,good,good,train
data/defect_images/raw/screw/test/good/029-19.png,screw,good,good,train
data/defect_images/raw/metal_nut/train/good/128-4.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/train/good/135-4.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/test/bent/005-26.png,metal_nut,bent,deformation,train
data/defect_images/raw/screw/train/good/096-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/101-12.png,screw,good,good,train
data/defect_images/raw/cable/test/good/007-69.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/053-5.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/077.png,transistor,good,good,train
data/defect_images/raw/cable/train/good/060-10.png,cable,good,good,train
data/defect_images/raw/cable/train/good/123-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/154-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/test/cut_lead/003-5.png,transistor,cut_lead,structural_damage,train
data/defect_images/raw/cable/train/good/056-11.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/052-5.png,metal_nut,good,good,train
data/defect_images/raw/metal_nut/train/good/178-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/163-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/167-12.png,screw,good,good,train
data/defect_images/raw/cable/train/good/165-10.png,cable,good,good,train
data/defect_images/raw/cable/train/good/078-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/test/scratch/021-12.png,metal_nut,scratch,scratch,train
data/defect_images/raw/metal_nut/test/scratch/012-16.png,metal_nut,scratch,scratch,train
data/defect_images/raw/screw/train/good/255-4.png,screw,good,good,train
data/defect_images/raw/metal_nut/test/scratch/006-24.png,metal_nut,scratch,scratch,train
data/defect_images/raw/transistor/train/good/029.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/092-12.png,screw,good,good,train
data/defect_images/raw/screw/train/good/218-11.png,screw,good,good,train
data/defect_images/raw/screw/train/good/031-18.png,screw,good,good,train
data/defect_images/raw/screw/train/good/293-2.png,screw,good,good,train
data/defect_images/raw/cable/train/good/067-10.png,cable,good,good,train
data/defect_images/raw/cable/train/good/082-10.png,cable,good,good,train
data/defect_images/raw/transistor/test/good/038-2.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/260-4.png,screw,good,good,train
data/defect_images/raw/cable/test/poke_insulation/003-71.png,cable,poke_insulation,structural_damage,train
data/defect_images/raw/screw/train/good/274-3.png,screw,good,good,train
data/defect_images/raw/cable/train/good/182-10.png,cable,good,good,train
data/defect_images/raw/cable/train/good/179-10.png,cable,good,good,train
data/defect_images/raw/transistor/train/good/186.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/247-4.png,screw,good,good,train
data/defect_images/raw/metal_nut/train/good/147-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/130-12.png,screw,good,good,train
data/defect_images/raw/metal_nut/test/good/020-15.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/132.png,transistor,good,good,train
data/defect_images/raw/transistor/test/good/046-2.png,transistor,good,good,train
data/defect_images/raw/metal_nut/train/good/193-4.png,metal_nut,good,good,train
data/defect_images/raw/cable/train/good/160-10.png,cable,good,good,train
data/defect_images/raw/screw/test/scratch_neck/017-52.png,screw,scratch_neck,scratch,train
data/defect_images/raw/cable/test/cut_outer_insulation/005-67.png,cable,cut_outer_insulation,structural_damage,train
data/defect_images/raw/screw/train/good/166-12.png,screw,good,good,train
data/defect_images/raw/screw/test/good/004-86.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/113.png,transistor,good,good,train
data/defect_images/raw/metal_nut/test/good/018-17.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/160.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/197-12.png,screw,good,good,train
data/defect_images/raw/cable/train/good/130-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/035-5.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/079-12.png,screw,good,good,train
data/defect_images/raw/metal_nut/test/good/016-17.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/068.png,transistor,good,good,train
data/defect_images/raw/transistor/train/good/178.png,transistor,good,good,train
data/defect_images/raw/screw/test/good/010-75.png,screw,good,good,train
data/defect_images/raw/cable/test/cut_inner_insulation/004-74.png,cable,cut_inner_insulation,structural_damage,train
data/defect_images/raw/transistor/train/good/010.png,transistor,good,good,train
data/defect_images/raw/metal_nut/train/good/142-4.png,metal_nut,good,good,train
data/defect_images/raw/cable/train/good/145-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/test/bent/022-11.png,metal_nut,bent,deformation,train
data/defect_images/raw/cable/train/good/058-11.png,cable,good,good,train
data/defect_images/raw/transistor/train/good/123.png,transistor,good,good,train
data/defect_images/raw/cable/train/good/156-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/100-4.png,metal_nut,good,good,train
data/defect_images/raw/screw/test/manipulated_front/018-47.png,screw,manipulated_front,other_defect,train
data/defect_images/raw/metal_nut/test/bent/006-26.png,metal_nut,bent,deformation,train
data/defect_images/raw/screw/test/good/018-48.png,screw,good,good,train
data/defect_images/raw/cable/train/good/012-56.png,cable,good,good,train
data/defect_images/raw/screw/test/scratch_neck/002-84.png,screw,scratch_neck,scratch,train
data/defect_images/raw/screw/train/good/019-36.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/054.png,transistor,good,good,train
data/defect_images/raw/screw/train/good/056-14.png,screw,good,good,train
data/defect_images/raw/screw/train/good/005-82.png,screw,good,good,train
data/defect_images/raw/metal_nut/train/good/024-5.png,metal_nut,good,good,train
data/defect_images/raw/screw/train/good/034-15.png,screw,good,good,train
data/defect_images/raw/transistor/train/good/076.png,transistor,good,good,train
data/defect_images/raw/cable/test/missing_cable/004-70.png,cable,missing_cable,other_defect,train
data/defect_images/raw/transistor/train/good/051.png,transistor,good,good,train
data/defect_images/raw/cable/train/good/199-10.png,cable,good,good,train
data/defect_images/raw/metal_nut/train/good/061-4.png,metal_nut,good,good,train
data/defect_images/raw/transistor/train/good/081.png,transistor,good,good,train
data/defect_images/raw/transistor/test/good/016-2.png,transistor,good,good,train
data/defect_images/raw/cable/train/good/207-10.png,cable,good,good,train
data/defect_images/raw/transistor/test/damaged_case/003-2.png,transistor,damaged_case,structural_damage,train
data/defect_images/raw/screw/test/good/006-86.png,screw,good,good,train
data/defect_images/raw/screw/test/thread_side/008-87.png,screw,thread_side,structural_damage,train
